placavehiculo,cilindraje,modelovehiculo,clasedevehiculo,tipodeservicio,numeromotorvehiculo,numerochasis,capacidadpasajeros,numerofacturadeventa,tipodecombustible,estado
ITP430,3000,1994,CAMPERO,PARTICULAR,6G72B26335,L146W00318,7,1121,GASOLINA,ACTIVO
BFM30A,125,2007,MOTOCICLETA,PARTICULAR,5GP028056,9FK5GP11U71028056,1,2920,GASOLINA,ACTIVO
CDP961,1975,2008,CAMPERO,PARTICULAR,G4GC7844008,KMHJM81BP8U644336,5,5357,GASOLINA,ACTIVO
ITX091,1324,2002,AUTOMOVIL,PARTICULAR,B3796152,9FCBF52B020003771,4,12182,GASOLINA,ACTIVO
HBD770,2600,1987,CAMPERO,PARTICULAR,4G54JY3858,N/N,5,403,GASOLINA,ACTIVO
BJA673,2400,1997,CAMPERO,PARTICULAR,4G64UC0279,V11VN00305,5,0,GASOLINA,ACTIVO
GUZ36D,99,2014,MOTOCICLETA,PARTICULAR,DUZWDJ01456,9FLDUC4Z0EAC36392,1,0,GASOLINA,ACTIVO
DTJ34D,124,2015,MOTOCICLETA,PARTICULAR,157FMIME071390,9F2B11250FE208267,1,4647,GASOLINA,ACTIVO
DTC31D,145,2013,MOTOCICLETA,PARTICULAR,QS157FMJ-B*13000547*,LAEMXZ450DE100674,1,5357,GASOLINA,ACTIVO
BTW911,1600,2006,AUTOMOVIL,PARTICULAR,Z6414243,9FCBK426860001528,5,,GASOLINA,ACTIVO
CIP344,1300,1997,AUTOMOVIL,PARTICULAR,JA0003444,SP97752139,5,398194,GASOLINA,ACTIVO
DZF49B,178,2007,MOTOCICLETA,PARTICULAR,DJGBMM13193,MD2DHDJZZMCM14768,2,1360,GASOLINA,ACTIVO
TJY047,15000,2013,TRACTOCAMION,PUBLICO,79564424,3HSCNAPT4DN051784,2,614732,GASOLINA,ACTIVO
WIC92A,125,2008,MOTOCICLETA,PARTICULAR,KN252707472,LC2U6200382702807,2,809,GASOLINA,ACTIVO
MSU440,1796,2017,CAMIONETA,PARTICULAR,CHL100322,3GNCJ8EE1HL100322,5,9322,GASOLINA,ACTIVO
SMI440,2953,2011,CAMIONETA,PUBLICO,ZD30259769K,JN1MG4E25Z0794127,8,,ACPM,ACTIVO
HCC422,1400,1985,AUTOMOVIL,PARTICULAR,M802620,F0105019,4,12075,GASOLINA,ACTIVO
WID59A,110,2008,MOTOCICLETA,PARTICULAR,5C92010544,9FKKE098M82010544,1,,GASOLINA,ACTIVO
AQG015,1296,1985,AUTOMOVIL,PARTICULAR,E3314977,323HB04967,5,1057,GASOLINA,ACTIVO
JFC14,100,1996,MOTOCICLETA,PARTICULAR,1L1570939,96A1L1570939,1,3783,GASOLINA,ACTIVO
WIK68A,135,2010,MOTOCICLETA,PARTICULAR,JNGBSJ81287,MD2JNB1Z3AVJ00297,1,10746,GASOLINA,ACTIVO
WIZ48A,124,2013,MOTOCICLETA,PARTICULAR,157FMIKE160981,9F2B11252DE206484,1,120,GASOLINA,ACTIVO
FUF111,1800,1988,AUTOMOVIL,PARTICULAR,F8307857,626NB07776,4,327,GASOLINA,ACTIVO
FAZ297,1400,2005,AUTOMOVIL,PARTICULAR,3H0009706,N/N,5,0,GASOLINA,ACTIVO
WIW79A,124,2013,MOTOCICLETA,PARTICULAR,E3F4E036284,9FKKE139XD2036284,1,2464,GASOLINA,ACTIVO
WIY83A,124,2013,MOTOCICLETA,PARTICULAR,157FMIJE229717,9F2B11254CE210728,0,75373,GASOLINA,ACTIVO
WIK06A,149,2010,MOTOCICLETA,PARTICULAR,KC09E5021588,9FMKCOS29AF001171,1,537,GASOLINA,ACTIVO
DTI64D,124,2015,MOTOCICLETA,PARTICULAR,E3F4E087714,9FKKE1397F2087714,1,4049,GASOLINA,ACTIVO
ABO184,3000,2009,CAMIONETA,PARTICULAR,657832,8LBETF3F190000358,4,18960,ACPM,ACTIVO
CZH184,1600,2009,AUTOMOVIL,PARTICULAR,F16D3864312C,9GATJ51639B040000,5,0,GASOLINA,ACTIVO
WGZ06D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGE38712,9FLA18AZ2HCL71800,1,23408,GASOLINA,ACTIVO
MSU526,1796,2017,CAMIONETA,PARTICULAR,CHL172088,3GNCJ8EE5HL172088,5,9875,GASOLINA,ACTIVO
LLE537,5700,1981,CAMION,PARTICULAR,FD6058560T,CL009108,2,616,ACPM,TRASLADO
SMI030,3000,2007,CAMIONETA,PUBLICO,ZD30056925K,JN1MG4E25Z0725508,8,2321,ACPM,ACTIVO
GRF366,1998,2011,CAMIONETA,PARTICULAR,G4KDAU020822,KMHJT81BABU109424,5,0,GASOLINA,ACTIVO
WIE05A,125,2008,MOTOCICLETA,PARTICULAR,P152QMI-A30035923,LAEEK54028B910069,1,520,GASOLINA,ACTIVO
WIS96A,134,2012,MOTOCICLETA,PARTICULAR,JEGBUF84986,9FLJDC1Z7CAA40258,1,1610,GASOLINA,ACTIVO
CFH714,2400,1998,CAMPERO,PARTICULAR,4G64XG0313,V11VNA01476,5,4010000322,GASOLINA,ACTIVO
TKJ520,3500,1970,CAMION,PUBLICO,FD42030880,N/N,2,0,ACPM,ACTIVO
DTI30D,125,2015,MOTOCICLETA,PARTICULAR,157FMIMQ138571,9F2B81253FAC26882,1,4301,GASOLINA,ACTIVO
HBA139,3800,1975,CAMPERO,PARTICULAR,2232,J5J845VE02232,5,1,ACPM,ACTIVO
OIO79,100,1997,MOTOCICLETA,PARTICULAR,E1031221021,BE11A-SC75996,1,644,GASOLINA,ACTIVO
ITS627,1300,1996,AUTOMOVIL,PARTICULAR,M883306,CL325941,4,10533,GASOLINA,ACTIVO
WGS55D,102,2016,MOTOCICLETA,PARTICULAR,PFZWFC12343,9FLA76AZ3GCK03343,1,20992,GASOLINA,ACTIVO
BNF13A,99,2004,MOTOCICLETA,PARTICULAR,DMMBKA01521,DFFBKA30535,1,22355,GASOLINA,ACTIVO
RIU27,125,2004,MOTOCICLETA,PARTICULAR,5GP016917,9F5GP11J411016917,1,828,GASOLINA,ACTIVO
WIY85A,94,2013,MOTOCICLETA,PARTICULAR,PFZWCD34348,9FLPFC3Z1DAK02353,1,14418,GASOLINA,ACTIVO
CDN315,1200,2007,AUTOMOVIL,PARTICULAR,C708Q019912,9FBC06V057L019433,5,0,GASOLINA,ACTIVO
CZO167,1600,2009,AUTOMOVIL,PARTICULAR,F16D3866622C,9GATJ29649B107772,5,0,GASOLINA,ACTIVO
FYS01C,249,2009,MOTOCICLETA,PARTICULAR,G381E000299,LBPKG029090002266,1,7978,GASOLINA,ACTIVO
ABO384,3000,2012,CAMIONETA,PARTICULAR,115636,8LBETF4E5C0112321,2,,GASOLINA,ACTIVO
WIF02A,99,2009,MOTOCICLETA,PARTICULAR,DUMBPM83146,MD2DUB4Z98FA00126,1,92,GASOLINA,ACTIVO
DTC75D,124,2014,MOTOCICLETA,PARTICULAR,E3F4E068357,9FKKE1394E2068357,1,3206,GASOLINA,ACTIVO
918ACL,181,2014,MOTOCARRO,PARTICULAR,ZS159QMK8F100230,9F2A21805F5105494,1,2694,GASOLINA,ACTIVO
MSU051,1598,2013,AUTOMOVIL,PARTICULAR,F710Q118948,9FBBSRADDDM036085,5,5981,GASOLINA,ACTIVO
WIT51A,220,2012,MOTOCICLETA,PARTICULAR,DKGBUG74853,9FLDKC2ZXCAB06092,1,13143,GASOLINA,ACTIVO
BIV74A,125,2000,MOTOCICLETA,PARTICULAR,5GP003433,N/N,1,5844,GASOLINA,ACTIVO
FAT483,1400,2004,AUTOMOVIL,PARTICULAR,3H0005998,N/N,4,0,GASOLINA,ACTIVO
LRP66C,134,2012,MOTOCICLETA,PARTICULAR,JEGBUE67971,9FLJDC1Z9CCM35365,1,12821,GASOLINA,ACTIVO
WIH70A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRF71284,MD2JNB1Z39VF00911,1,1664,GASOLINA,ACTIVO
EJB306,2600,1995,CAMIONETA,PARTICULAR,G6179320,B260001893,5,1042,GASOLINA,ACTIVO
WIX62A,124,2013,MOTOCICLETA,PARTICULAR,JZZWCD27489,9FLJZC1Z9DAA19303,1,14336,GASOLINA,ACTIVO
LAM206,1000,1996,AUTOMOVIL,PARTICULAR,G10474044,N/N,4,24303,GASOLINA,ACTIVO
DTE96D,99.27,2014,MOTOCICLETA,PARTICULAR,DUZWDG93029,9FLDUC4Z7EAA26212,1,16210,GASOLINA,ACTIVO
SMI365,4570,2010,CAMION,PUBLICO,783220,9GDNPR71XAB003138,2,3985,ACPM,ACTIVO
WGR29D,107,2016,MOTOCICLETA,PARTICULAR,KB222085536,9FLE10003GCH32992,1,20499,GASOLINA,ACTIVO
FAN484,1200,2003,AUTOMOVIL,PARTICULAR,B700F742403,9FBC066053L800905,5,16654,GASOLINA,ACTIVO
VNA277,1500,1985,AUTOMOVIL,PARTICULAR,M707071,F0101213,5,392,GASOLINA,ACTIVO
VGK33A,125,2007,AUTOMOVIL,PARTICULAR,5GP028639,9FK5GP11T71028639,1,0,GASOLINA,ACTIVO
WIC78A,125,2008,MOTOCICLETA,PARTICULAR,DSGBPH69318,MD2DSB5Z28VH01438,1,789,GASOLINA,ACTIVO
WIE96A,124,2008,MOTOCICLETA,PARTICULAR,157FMI3*P0106085,9FSNF41B38C167266,1,1511,GASOLINA,ACTIVO
LXH01E,114,2017,MOTOCICLETA,PARTICULAR,E3S9E0004641,9FKUE1617H2004641,1,660,GASOLINA,ACTIVO
FLJ645,2300,1998,CAMIONETA,PARTICULAR,567520,9GDTFS16FWB370821,2,0,GASOLINA,ACTIVO
SMI095,7200,2008,VOLQUETA,PUBLICO,6Z05515552M63538265,1M2AL02C58M007979,2,87490,GASOLINA,ACTIVO
SMI123,7600,2008,VOLQUETA,PUBLICO,35190805,3HTWYAHT38N557367,2,349197,ACPM,ACTIVO
GNP398,2000,2009,AUTOMOVIL,PARTICULAR,MR20246931H,3N1AB61D2ZL501624,4,964,GASOLINA,ACTIVO
DTN19D,124,2016,MOTOCICLETA,PARTICULAR,E3F4E102802,9FKKE1392G2102802,1,62893,GASOLINA,ACTIVO
WIS36A,99.27,2012,MOTOCICLETA,PARTICULAR,DUMBUF51699,9FLDUC4Z1CAM31508,0,12894,GASOLINA,ACTIVO
DTH63D,178.6,2015,MOTOCICLETA,PARTICULAR,DJZCEB08855,9FLDJC5Z9FCG49215,1,17114,GASOLINA,ACTIVO
WIC36A,125,2008,MOTOCICLETA,PARTICULAR,"5YY80,41373",07A5YY8041373,1,1000477,GASOLINA,ACTIVO
OPR37C,134,2012,MOTOCICLETA,PARTICULAR,JEGBUB06402,9FLJDC1Z7CCH21962,1,25432,GASOLINA,ACTIVO
WIH42A,135,2009,MOTOCICLETA,PARTICULAR,JNGBRC58823,MD2JNB1Z29VC00034,1,1608,GASOLINA,ACTIVO
DTC71D,124.59,2014,MOTOCICLETA,PARTICULAR,JEZWDM83812,9FLA37CZ2EAE20294,1,,GASOLINA,ACTIVO
WIK44A,124,2010,MOTOCICLETA,PARTICULAR,157FMI2A1P25556,9FSNF41J2AC123224,1,2783,GASOLINA,ACTIVO
NPA235,3600,1970,CAMION,PARTICULAR,FE6032295B,N/N,2,177,ACPM,ACTIVO
BZG465,2999,2007,CAMIONETA,PARTICULAR,406748,8LBETF1F970004285,5,0,ACPM,ACTIVO
BCJ832,1300,1993,AUTOMOVIL,PARTICULAR,G13B241752,SPC11839,4,346250,GASOLINA,ACTIVO
BPO823,2700,2006,CAMPERO,PARTICULAR,3417481,9FH11UJ9069007828,5,71,GASOLINA,ACTIVO
BWK029,2500,2006,CAMIONETA,PARTICULAR,2KD9577895,8XA33JV2569000341,4,3485,ACPM,TRASLADO
SMI494,15000,2013,TRACTOCAMION,PUBLICO,79540084,705728,0,3569,ACPM,ACTIVO
WGY52D,124.6,2017,MOTOCICLETA,PARTICULAR,JZZWGC14986,9FLA15BZ3HAK69480,1,23216,GASOLINA,ACTIVO
IJS045,1598,2016,AUTOMOVIL,PARTICULAR,F710Q182628,9FBBSRADDGM841040,5,0,GASOLINA,ACTIVO
WIL35A,102,2010,MOTOCICLETA,PARTICULAR,5AV955311,9FK2P6112A2955311,1,,GASOLINA,ACTIVO
MSU207,1206,2015,AUTOMOVIL,PARTICULAR,B12D1*145682KD3*,9GAMF48D3FB006929,5,7377,GASOLINA,ACTIVO
SMI085,7200,2008,VOLQUETA,PUBLICO,6Z07405552M63538270,1M2AL02C88M007748,2,44957,GASOLINA,ACTIVO
TOP432,1075,2007,AUTOMOVIL,PARTICULAR,DA468Q6302378L1F,LKCDZ2AJ27H800438,4,,GASOLINA,ACTIVO
HLI128,1600,1980,CAMIONETA,PARTICULAR,VN077422,PE2N6-520628,2,1851,GASOLINA,ACTIVO
DTC34D,124,2014,MOTOCICLETA,PARTICULAR,JEZWDM82265,9FLA37CZ5EAE19298,1,15156,GASOLINA,ACTIVO
LXN31B,149,2008,MOTOCICLETA,PARTICULAR,KC09E5013366,KC09E5013366,1,,GASOLINA,ACTIVO
WIE50A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPJ75318,MD2DUB4Z18FJ01402,1,8259,GASOLINA,ACTIVO
BCW127,1600,1993,CAMPERO,PARTICULAR,G16P157352,JS3TD02V6P4113174,5,4,GASOLINA,ACTIVO
DTM86D,112.8,2015,MOTOCICLETA,PARTICULAR,F4E6-257233,9FSNF4JC4FC107745,1,6064,GASOLINA,ACTIVO
SKM942,5307,2006,BUS,PUBLICO,J05CTE15058,JHDFB4JJ6XX10672,30,0,ACPM,ACTIVO
WIK98A,109,2010,MOTOCICLETA,PARTICULAR,E441-TH170507,9FSBE4CF3AC170504,1,,GASOLINA,ACTIVO
KAI169,5000,1954,VOLQUETA,PARTICULAR,FD6039115T,F60V4E13483,2,0,ACPM,ACTIVO
WGZ18D,109,2017,MOTOCICLETA,PARTICULAR,1P50FMHHH1001526,9FLXCHTC8HCK01311,1,23417,GASOLINA,ACTIVO
WGY36D,99.27,2017,MOTOCICLETA,PARTICULAR,DUZWGB53777,9FLA18AZ8HDH59692,1,23169,GASOLINA,ACTIVO
WIP54A,114,2011,MOTOCICLETA,PARTICULAR,E3H4E013195,9FKKE1371B2013195,1,1408,GASOLINA,ACTIVO
MSU223,1796,2015,CAMIONETA,PARTICULAR,CFL104714,3GNCJ8CE5FL104714,5,7551,GASOLINA,ACTIVO
VEV497,2499,2009,CAMIONETA,PUBLICO,707180,8LBETF4E390000335,2,85402,GASOLINA,ACTIVO
HVJ16B,125,2008,MOTOCICLETA,PARTICULAR,5GP-032224,9FK5GP11P82032224,1,2718,GASOLINA,ACTIVO
DTH82D,124,2015,MOTOCICLETA,PARTICULAR,157FMIME014705,9F2B11252FE204074,1,4105,GASOLINA,ACTIVO
WIO39A,134,2011,MOTOCICLETA,PARTICULAR,JEGBTF55585,MD2JDB1Z8BVF00265,1,11474,GASOLINA,ACTIVO
HWL460,2499,2015,CAMIONETA,PARTICULAR,WLAT1385027,9FJUN84W9F0207325,5,15371,ACPM,ACTIVO
AWC48A,110,2004,MOTOCICLETA,PARTICULAR,4ST662586,9FKKE048641662586,1,6793,GASOLINA,ACTIVO
WGT90D,178.6,2016,MOTOCICLETA,PARTICULAR,DJZCFH71575,9FLA12DZXGCB79342,1,21510,GASOLINA,ACTIVO
SMI184,4500,2008,CAMION,PUBLICO,521827,N/N,2,8419,GASOLINA,ACTIVO
ABO391,1598,2012,AUTOMOVIL,PARTICULAR,F710Q081808,9FBBSRADDCM026871,5,,GASOLINA,ACTIVO
SMI274,1012,2008,CAMIONETA,PUBLICO,JL465Q5756M36732,LSCBB13D78G001680,2,318,GASOLINA,ACTIVO
WIW88A,125,2013,MOTOCICLETA,PARTICULAR,JZMBUH54070,9FLJZC1Z4DCH13952,1,13920,GASOLINA,ACTIVO
DTJ35D,124,2015,MOTOCICLETA,PARTICULAR,157FMIME071328,9F2B11252FE208206,1,4646,GASOLINA,ACTIVO
DTE94D,178.6,2014,MOTOCICLETA,PARTICULAR,DJZCDG33628,9FLDJC5Z2EAA36590,1,16224,GASOLINA,ACTIVO
WII58A,100,2009,MOTOCICLETA,PARTICULAR,DUMBRE64417,MD2DZB2Z99FE00404,1,10083,GASOLINA,ACTIVO
TOA994,2700,1993,MICRO BUS,PUBLICO,TD27171487,N/N,14,1473,ACPM,ACTIVO
CQR239,2600,1993,CAMIONETA,PARTICULAR,G6141318,B260000399,2,7591,GASOLINA,ACTIVO
WHB81D,99.27,2018,MOTOCICLETA,PARTICULAR,DUZWGF41530,9FLA18AZ5JDD92420,1,24293,GASOLINA,ACTIVO
KBZ587,2953,2011,CAMIONETA,PARTICULAR,ZD30245204K,JN1CNUD22Z0020126,2,2474,ACPM,ACTIVO
PEC244,1300,1992,AUTOMOVIL,PARTICULAR,G13B202874,N/N,4,347,GASOLINA,ACTIVO
DTN38D,178.6,2016,MOTOCICLETA,PARTICULAR,DJZCEG68016,9FLA12DZ6GAD64452,1,19014,GASOLINA,ACTIVO
DTC27D,99,2014,MOTOCICLETA,PARTICULAR,DUZWCH64345,9FLDUC4Z1EAF97467,1,15124,GASOLINA,ACTIVO
FCT634,1400,2007,AUTOMOVIL,PARTICULAR,F14D3457003K,N/N,5,0,GASOLINA,ACTIVO
WIU97A,107,2012,MOTOCICLETA,PARTICULAR,KB201741733,9FLB80000CCC07509,1,10631,GASOLINA,ACTIVO
PVD629,1300,1988,AUTOMOVIL,PARTICULAR,E3192633,N/N,4,391,GASOLINA,ACTIVO
WGS67D,124,2016,MOTOCICLETA,PARTICULAR,E3F4E110704,9FKKE1399G2110704,1,5327,GASOLINA,ACTIVO
TAJ369,5000,1954,BUS,PUBLICO,HO6C-TE22600,M60V4E22937,40,0,ACPM,ACTIVO
WIH59A,110,2008,MOTOCICLETA,PARTICULAR,5C92012498,9FKKE098C92012498,1,137,GASOLINA,ACTIVO
WGV39D,178.6,2017,MOTOCICLETA,PARTICULAR,DJZCGK91353,9FLA12DZ1HCE85654,1,22161,GASOLINA,ACTIVO
CVK513,2000,2007,AUTOMOVIL,PARTICULAR,BHP193246,3VWYV49M37M648440,5,0,GASOLINA,ACTIVO
TIQ203,1410,1993,AUTOMOVIL,PARTICULAR,32686,1P24488994R,4,1127,GASOLINA,ACTIVO
DTC77D,199.5,2014,MOTOCICLETA,PARTICULAR,JLZCDB77595,9FLA36FZ0EBG20767,1,,GASOLINA,ACTIVO
BYF045,2000,2007,CAMPERO,PARTICULAR,J20A331144,8LDCSV35470015078,5,0,GASOLINA,ACTIVO
CIA385,2438,1997,CAMIONETA,PARTICULAR,4164651,RN1067013322,5,934,GASOLINA,TRASLADO
SMI052,3000,2007,CAMIONETA,PUBLICO,ZD30073315K,JN1MG4E25Z0725928,8,2449,ACPM,ACTIVO
IAG111,5800,1968,VOLQUETA,PARTICULAR,FE61053B,1589067205,2,0,GASOLINA,ACTIVO
WGQ99D,199.5,2016,MOTOCICLETA,PARTICULAR,JLZCFL56443,9FLA36FZ4GBF66649,1,20367,GASOLINA,ACTIVO
NDU444,1975,2013,CAMIONETA,PARTICULAR,G4GCCW034720,8LGJE5525DE014475,6,0,GASOLINA,ACTIVO
WIA06A,124,2006,MOTOCICLETA,PARTICULAR,NX125AE092585,MX125K5A92585,1,12012701,GASOLINA,ACTIVO
BRK163,3000,2005,CAMPERO,PARTICULAR,ZD30176276A,VSKTWUR20U0559432,7,,GASOLINA,ACTIVO
TIL621,2400,1990,MICRO BUS,PUBLICO,C114777,CL905219,20,331117,ACPM,ACTIVO
RFJ603,1600,1986,CAMIONETA,PARTICULAR,920435,KS619514,2,56171,GASOLINA,ACTIVO
HPG47B,225,2008,MOTOCICLETA,PARTICULAR,G309E-008293,9FKDG04X982008293,1,1354,GASOLINA,ACTIVO
WIT43A,134,2012,MOTOCICLETA,PARTICULAR,JEGBUG96388,9FLJDC1ZXCCA40839,1,13124,GASOLINA,ACTIVO
WIT65A,178,2012,MOTOCICLETA,PARTICULAR,DJGBUH31514,9FLDJC5Z0CAB10618,1,62,GASOLINA,ACTIVO
BKE534,2351,1998,MICRO BUS,PARTICULAR,G4CSW504566,2.303E+13,12,7874,GASOLINA,ACTIVO
TPL981,2800,2001,MICRO BUS,PUBLICO,728803,9GCNKR55E1B475609,19,18334,ACPM,ACTIVO
WIW89A,113,2013,MOTOCICLETA,PARTICULAR,E3H4E032526,9FKKE1371D2032526,1,2475,GASOLINA,ACTIVO
EKN260,1400,2003,AUTOMOVIL,PARTICULAR,A712D107229,9FBBBOL123M004936,5,3261,GASOLINA,ACTIVO
TJY203,15000,2015,TRACTOCAMION,PUBLICO,79752712,721853,0,15143,ACPM,ACTIVO
DTE42D,124.6,2014,MOTOCICLETA,PARTICULAR,JZZWDF20296,9FLJZC1Z5EAM32379,1,16026,GASOLINA,ACTIVO
WIY30A,124,2013,MOTOCICLETA,PARTICULAR,ZS154FMI-35D109935,9F2A41259D5033064,1,89,GASOLINA,ACTIVO
TNN88A,125,2003,MOTOCICLETA,PARTICULAR,5GP011675,9FG5GP11E21011675,1,4615,GASOLINA,ACTIVO
JHN47B,98,2008,MOTOCICLETA,PARTICULAR,1E50FMG-S0219685,9FSBE11A58C2582AA,1,7697,GASOLINA,ACTIVO
WIX94A,124,2013,MOTOCICLETA,PARTICULAR,XS1P52QMI-3A12007447,9F2A91255DX003680,1,78,GASOLINA,ACTIVO
ABO376,2488,2012,CAMPERO,PARTICULAR,2TRB702P066203,VF1VY0CA6CC355873,5,306,ACPM,ACTIVO
ZGI99A,178,2005,MOTOCICLETA,PARTICULAR,DJGBLJ70919,DJVBLJ71762,1,442,GASOLINA,ACTIVO
WIQ64A,220,2012,MOTOCICLETA,PARTICULAR,DKGBUA24189,9FLDKC2Z7CAF01072,1,,GASOLINA,ACTIVO
DTH16D,112.8,2015,MOTOCICLETA,PARTICULAR,F4E6-214556,9FSNF4JC0FC100341,2,5737,GASOLINA,ACTIVO
WIW05A,124,2013,MOTOCICLETA,PARTICULAR,JZMBUE51855,9FLJZC1Z6DAF11514,1,13720,GASOLINA,ACTIVO
CZH882,1600,2008,AUTOMOVIL,PARTICULAR,F16D3060792K,KL1TJ23658B173073,5,0,GASOLINA,ACTIVO
WGS69D,124,2016,MOTOCICLETA,PARTICULAR,157FMI-3*B2Y34764*,9FSNF41J9GC176270,1,6386,GASOLINA,ACTIVO
DTL46D,107,2015,MOTOCICLETA,PARTICULAR,KB222070060,9FLE10001FCL25006,1,18177,GASOLINA,ACTIVO
WIM90A,153,2010,MOTOCICLETA,PARTICULAR,45D1024509,9FKKG0346B2024509,1,651,GASOLINA,ACTIVO
TJY053,10800,2013,VOLQUETA,PUBLICO,35302465,710848,2,5908,GASOLINA,ACTIVO
WGS96D,149,2016,MOTOCICLETA,PARTICULAR,G3E9E0026027,9FKRG2143G2026027,1,3268,GASOLINA,ACTIVO
DYO642,3000,1999,CAMPERO,PARTICULAR,6G72GN5293,V13VNA01098,5,3010000282,GASOLINA,ACTIVO
WIH75A,97,2009,MOTOCICLETA,PARTICULAR,HA12EB89H00753,HA12EB89H00753,1,253,GASOLINA,ACTIVO
WIU09A,134,2012,MOTOCICLETA,PARTICULAR,JEGBUG97982,9FLJDC1Z0CCB41632,2,13285,GASOLINA,ACTIVO
ABO179,1600,2009,AUTOMOVIL,PARTICULAR,F16D3*873850C*,9GATJ616X9B127835,5,18671,GASOLINA,ROBADO
CIT653,1300,1998,CAMPERO,PARTICULAR,G13BA672567,9GDSJL00CWB530232,4,,GASOLINA,ACTIVO
WIE04A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPJ93439,MD2DZB2ZX8FJ02665,1,1001,GASOLINA,ACTIVO
WIM42A,114,2011,MOTOCICLETA,PARTICULAR,E3H4E004043,9FKKE137XB2004043,1,614,GASOLINA,ACTIVO
WIG75A,125,2009,MOTOCICLETA,PARTICULAR,E3B6E104965,9FKKE110V92104965,1,85,GASOLINA,ACTIVO
KAZ335,2200,2010,CAMIONETA,PARTICULAR,F2857370,9FJUN8323A0304995,5,10882,GASOLINA,ACTIVO
WIQ02A,99,2012,MOTOCICLETA,PARTICULAR,DUMBUA68278,9FLDMC2Z0CAF01019,1,12068,GASOLINA,ACTIVO
JPJ248,3000,1954,CAMIONETA,PUBLICO,C113717,N/N,2,0,GASOLINA,ACTIVO
BFZ90A,110,2008,MOTOCICLETA,PARTICULAR,5AV734671,9FK2P611H82734671,1,0,GASOLINA,ACTIVO
DTC35D,99,2014,MOTOCICLETA,PARTICULAR,DUZWDM56322,9FLDUC4Z0EAF99100,1,15166,GASOLINA,ACTIVO
TJY351,1598,2017,AUTOMOVIL,PUBLICO,A812UC36887,9FB4SREB4HM368476,5,2368,GASOLINA,ACTIVO
QHJ103,2500,2006,CAMIONETA,PARTICULAR,9592278,8XA33JV3569000656,4,1015,ACPM,ACTIVO
WIE69A,99,2008,MOTOCICLETA,PARTICULAR,DUMBPK69302,MD2DUB4Z08FK00549,1,508,GASOLINA,ACTIVO
WIY73A,124,2013,MOTOCICLETA,PARTICULAR,JKMBUJ67173,9FLJKC2Z6DAJ03790,1,14392,GASOLINA,ACTIVO
OZD60A,110,2003,MOTOCICLETA,PARTICULAR,4ST489781,9FK5GE11521489781,2,7095,GASOLINA,ACTIVO
WGR04D,124.8,2016,MOTOCICLETA,PARTICULAR,E3M2E122198,9FKKE2018G2122198,1,3027,GASOLINA,ACTIVO
WIY76A,124,2013,MOTOCICLETA,PARTICULAR,157FMIKE161040,9F2B11252DE206503,1,101,GASOLINA,ACTIVO
WIA64A,110,2006,MOTOCICLETA,PARTICULAR,5C91005546,9FKKE098S71005546,2,343,GASOLINA,ACTIVO
MNC966,1600,2005,CAMPERO,PARTICULAR,6651671,8LG2121425E004107,5,71,GASOLINA,ACTIVO
ZCA086,2300,1989,CAMIONETA,PARTICULAR,587441,TS970303,2,307071,GASOLINA,ACTIVO
HNL98B,125,2008,MOTOCICLETA,PARTICULAR,DSGBPD38305,MD2DSB5Z98VD00355,1,12023516,GASOLINA,ACTIVO
GNM260,3000,2007,CAMIONETA,PARTICULAR,410421,8LBETF1F470004453,5,,ACPM,ACTIVO
FGO334,1600,2008,AUTOMOVIL,PARTICULAR,F16D3810134C,N/N,5,0,GASOLINA,ACTIVO
GXN375,2000,2008,AUTOMOVIL,PARTICULAR,LF10291862,9FCBK45L780107666,5,0,GASOLINA,ACTIVO
WIG04A,97,2008,MOTOCICLETA,PARTICULAR,HA11EA89B36592,MBLHA11EE89B21398,1,8858,GASOLINA,ACTIVO
MDR09A,123,1998,MOTOCICLETA,PARTICULAR,F103200841,SF11ASC74560,1,4201000528,GASOLINA,ACTIVO
XZG430,1500,2003,AUTOMOVIL,PUBLICO,G4EB2259971,KMH0651GP3U181196,4,5098,GASOLINA,INSERVIBLE
DTH54D,124,2015,MOTOCICLETA,PARTICULAR,ZS154FMI-38F102313,9F2C11250F5002354,1,3960,GASOLINA,ACTIVO
BLO376,1000,2001,AUTOMOVIL,PARTICULAR,K10A287369,9GAEHA62S1B410617,4,419262,GASOLINA,ACTIVO
956ACL,197,2018,MOTOCARRO,PARTICULAR,ZS163QML8J100083,9F2A42008J5000162,1,850,GASOLINA,ACTIVO
WIA02A,100,2006,MOTOCICLETA,PARTICULAR,B116E-511769,9FKKB006861511769,1,11534,GASOLINA,ACTIVO
SMI453,7790,2012,CAMION,PUBLICO,6HK1-605001,9GDFTR349CB000914,2,0,ACPM,ACTIVO
MSU117,1400,2014,AUTOMOVIL,PARTICULAR,LCU*130850404*,9GASA58M7EB017636,5,,GASOLINA,ACTIVO
950ACL,197,2017,MOTOCARRO,PARTICULAR,ZS163QML8G300163,9F2A42008H5000835,1,870,GASOLINA,ACTIVO
